alternative.id,container.title,created,deposited,doi,indexed,ISBN,ISSN,issue,issued,member,page,prefix,publisher,reference.count,score,source,subject,title,type,update.policy,URL,volume,archive,license_date,license_URL,license_delay.in.days,license_content.version,abstract,subtitle,archive_,NA.,NA..1,funding_name,funding_award,funding_DOI,funding_doi.asserted.by,author_given,author_family,author_affiliation,author_ORCID
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Peter W,Gething,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Peter W,Horby,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Isaac I,Bogoch,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,John S,Brownstein,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Sumiko R,Mekaru,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Andrew J,Tatem,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Kamran,Khan,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,National Institute of Allergy and Infectious Diseases,"U19AI089674, NA, NA, NA, NA, NA, NA",10.13039/100000060,publisher,Simon I,Hay,NA,http://orcid.org/0000-0002-0611-7272
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,David M,Pigott,NA,http://orcid.org/0000-0002-6731-4034
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Nick,Golding,NA,http://orcid.org/0000-0001-8916-5570
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Adrian,Mylne,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Zhi,Huang,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Andrew J,Henry,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Daniel J,Weiss,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Oliver J,Brady,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Moritz UG,Kraemer,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,David L,Smith,NA,http://orcid.org/0000-0003-4367-3849
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Catherine L,Moyes,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Samir,Bhatt,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Peter W,Gething,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Peter W,Horby,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Isaac I,Bogoch,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,John S,Brownstein,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Sumiko R,Mekaru,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Andrew J,Tatem,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Kamran,Khan,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Canadian Institutes of Health Research,NA,10.13039/501100000024,publisher,Simon I,Hay,NA,http://orcid.org/0000-0002-0611-7272
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,David M,Pigott,NA,http://orcid.org/0000-0002-6731-4034
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Nick,Golding,NA,http://orcid.org/0000-0001-8916-5570
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Adrian,Mylne,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Zhi,Huang,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Andrew J,Henry,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Daniel J,Weiss,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Oliver J,Brady,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Moritz UG,Kraemer,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,David L,Smith,NA,http://orcid.org/0000-0003-4367-3849
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Catherine L,Moyes,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Samir,Bhatt,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Peter W,Gething,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Peter W,Horby,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Isaac I,Bogoch,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,John S,Brownstein,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Sumiko R,Mekaru,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Andrew J,Tatem,NA,NA
10.7554/eLife.04395,eLife,2014-09-05,2014-09-18,10.7554/elife.04395,2016-10-27,,2050-084X,NA,2014-09-08,http://id.crossref.org/member/4374,NA,http://id.crossref.org/prefix/10.7554,"eLife Sciences Organisation, Ltd.",153,1,CrossRef,,Mapping the zoonotic niche of Ebola virus disease in Africa,journal-article,NA,http://dx.doi.org/10.7554/elife.04395,3,NA,2014-09-08,http://creativecommons.org/licenses/by/4.0/,0,vor,NA,NA,NA,NA,NA,Deutscher Akademischer Austauschdienst,"Graduate Scholarship, NA, NA, NA, NA, NA, NA",10.13039/501100001655,publisher,Kamran,Khan,NA,NA
